system,name,users,bs,MB,lat,min,max,std,iops,us50,us100,us250,us500,ms1,ms2,ms4,ms10,ms20,ms50,ms100,ms250,ms500,s1,s2,s5,p95_00,p99_00,p99_50,p99_90,p99_95,p99_99
ssd,read,8,1M,265.195,18.608,0.3,33,5.8,265,0,0,0,5,0,0,2,0,19,71,0,0,0,0,0,0,21.376,22.144,24.448,29.056,29.568,33.536
ssd,read,16,1M,239.514,35.45,3,41,6,239,0,0,0,0,0,0,0,0,4,94,0,0,0,0,0,0,38.144,38.656,38.656,41.728,41.728,41.728
ssd,read,32,1M,288.621,48.08,0.3,76,26.3,288,0,0,0,10,0,0,3,0,5,24,54,0,0,0,0,0,74.24,75.264,75.264,75.264,76.288,77.312
ssd,read,64,1M,326.718,65.409,0.3,132,43,326,0,0,0,10,1,0,2,5,1,9,44,23,0,0,0,0,132.096,132.096,132.096,132.096,132.096,132.096
ssd,randread,1,8K,28.188,0.274,0,19,0.2,3608,11,34,2,44,6,0,0,0,0,0,0,0,0,0,0,0,0.506,0.524,0.524,0.628,0.74,1.64
ssd,randread,8,8K,369.144,0.166,0,12,0.2,47250,0,63,20,2,11,0,0,0,0,0,0,0,0,0,0,0,0.636,0.788,0.852,1.208,1.512,2.64
ssd,randread,16,8K,482.962,0.254,0,16,0.3,61819,0,20,57,5,14,1,0,0,0,0,0,0,0,0,0,0,0.82,1.192,1.784,4.128,5.408,9.024
ssd,randread,32,8K,511.212,0.48,0,53,0.9,65435,0,14,52,6,15,6,3,1,0,0,0,0,0,0,0,0,1.912,4.384,5.536,8.64,10.304,17.792
ssd,randread,64,8K,525.351,0.904,0,1040,6.6,67244,0,8,47,11,16,9,3,1,0,0,0,0,0,0,0,0,2.384,8.64,16.768,71.168,121.344,309.248
ssd,write,1,1K,11.306,0.084,0.1,2,0,11577,0,91,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106,0.124,0.133,0.197,0.51,1.144
ssd,write,1,8K,67.812,0.113,0.1,15,0.1,8679,0,37,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149,0.183,0.205,0.964,0.988,1.128
ssd,write,1,128K,270.647,0.458,0.4,22,0.2,2165,0,0,0,95,0,4,0,0,0,0,0,0,0,0,0,0,0.478,1.16,1.192,1.272,1.448,6.304
ssd,write,4,1K,27.946,0.102,0.1,12,0.1,28617,0,68,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0.193,0.213,0.98,1.08,1.384
ssd,write,4,8K,145.804,0.158,0.1,16,0.1,18662,0,0,96,2,0,0,0,0,0,0,0,0,0,0,0,0,0.239,0.314,1.032,1.144,1.208,3.92
ssd,write,4,128K,373.462,0.999,0.4,40,0.7,2987,0,0,0,0,73,24,1,0,0,0,0,0,0,0,0,0,1.352,3.312,4.512,6.496,9.536,39.68
ssd,write,16,1K,44.294,0.195,0.1,30,0.2,45357,0,0,91,7,0,0,0,0,0,0,0,0,0,0,0,0,0.306,0.422,0.572,1.336,2.224,5.472
ssd,write,16,8K,210.676,0.329,0.1,13,0.3,26966,0,0,42,51,3,2,0,0,0,0,0,0,0,0,0,0,0.524,1.256,1.368,2.992,4.96,8.384
ssd,write,16,128K,317.903,3.517,0.4,85,5.1,2543,0,0,0,0,0,8,83,5,0,1,0,0,0,0,0,0,4.576,38.144,43.264,55.552,58.624,62.72
